fixture_id,season_id,competition_id,actual_result,actual_score,v4_p_h,v4_p_d,v4_p_a,e10_p_h,e10_p_d,e10_p_a,abs_elo_diff,lambda_home,lambda_away
28354644,2858,419,A,1-3,0.3018,0.2604,0.4378,0.2835,0.3009,0.4156,48.4,1.156,1.448
28354645,2748,200,H,3-0,0.7535,0.1579,0.0886,0.7475,0.1699,0.0826,465.6,2.41,0.696
28354647,2748,200,D,1-1,0.5906,0.2241,0.1853,0.582,0.2412,0.1768,243.9,1.853,0.931
28354648,2748,200,D,2-2,0.3682,0.2591,0.3728,0.3516,0.2922,0.3562,69.0,1.337,1.347
28354649,2858,419,H,2-0,0.6523,0.2063,0.1415,0.6444,0.222,0.1336,332.2,1.982,0.794
28354650,2747,423,A,1-2,0.2505,0.2575,0.492,0.2336,0.2983,0.468,48.9,1.007,1.523
28354651,2745,477,A,0-1,0.3618,0.2553,0.3829,0.3415,0.2964,0.362,41.5,1.352,1.398
28354652,2747,423,D,1-1,0.51,0.2394,0.2506,0.501,0.2575,0.2416,173.1,1.707,1.124
28354653,2858,419,H,1-0,0.5396,0.2467,0.2137,0.5303,0.2654,0.2043,242.0,1.634,0.928
28354654,2894,499,D,1-1,0.5297,0.246,0.2243,0.5203,0.2647,0.2149,216.2,1.641,0.975
28354655,2748,200,H,2-0,0.4848,0.2591,0.2561,0.4744,0.2797,0.2459,146.0,1.504,1.018
28354656,2745,477,D,1-1,0.4534,0.2498,0.2968,0.4304,0.2911,0.2786,39.3,1.561,1.215
28354657,2894,499,H,1-0,0.5877,0.2208,0.1915,0.5793,0.2375,0.1831,237.6,1.899,0.984
28354658,2894,499,H,2-1,0.6073,0.2143,0.1784,0.5992,0.2306,0.1703,254.7,1.96,0.958
28354659,2747,423,D,3-3,0.2339,0.2458,0.5203,0.2246,0.2645,0.5109,152.4,1.015,1.643
28354660,2894,499,D,2-2,0.2704,0.2585,0.471,0.25,0.3076,0.4424,18.0,1.069,1.499
28354661,2747,423,H,3-0,0.5893,0.2249,0.1858,0.5807,0.2421,0.1772,155.9,1.845,0.928
28354662,2745,477,D,1-1,0.4379,0.2533,0.3088,0.4283,0.2725,0.2992,172.1,1.509,1.226
28354663,2745,477,H,1-0,0.16,0.1973,0.6426,0.1527,0.2121,0.6353,150.5,0.97,2.146
28354664,2745,477,H,3-1,0.4044,0.2492,0.3464,0.3925,0.2727,0.3349,103.5,1.494,1.365
28354665,2858,419,A,1-3,0.2777,0.2627,0.4596,0.2566,0.3125,0.431,17.8,1.068,1.453
28354666,2748,200,D,1-1,0.571,0.2301,0.1989,0.5623,0.2476,0.1901,181.6,1.799,0.96
28354667,2745,477,D,2-2,0.4775,0.2363,0.2862,0.4687,0.2538,0.2775,166.0,1.724,1.286
28354668,2747,423,H,4-1,0.76,0.1543,0.0857,0.7542,0.166,0.0798,361.5,2.448,0.693
28354669,2748,200,A,0-2,0.2031,0.2333,0.5637,0.1942,0.251,0.5548,170.9,0.96,1.767
28354670,2894,499,H,3-1,0.3263,0.2795,0.3942,0.3019,0.3313,0.3668,19.9,1.104,1.242
28354671,2745,477,H,6-1,0.6739,0.1831,0.143,0.6671,0.1966,0.1363,315.9,2.303,0.964
28354672,2747,423,A,2-4,0.3884,0.2715,0.3401,0.377,0.2941,0.3289,128.9,1.286,1.185
28354673,2858,419,D,2-2,0.4481,0.2525,0.2994,0.4326,0.2814,0.286,81.5,1.529,1.203
28354674,2748,200,A,0-2,0.2699,0.2367,0.4935,0.252,0.2801,0.4679,19.7,1.221,1.731
28354675,2894,499,H,1-0,0.5493,0.244,0.2067,0.5401,0.2625,0.1974,162.9,1.659,0.914
28354676,2894,499,A,0-4,0.193,0.2334,0.5736,0.1842,0.2511,0.5647,174.0,0.913,1.76
28354677,2745,477,H,2-0,0.4145,0.2655,0.3199,0.4037,0.2869,0.3093,140.3,1.373,1.173
28354678,2858,419,A,0-3,0.3377,0.2801,0.3822,0.312,0.3336,0.3544,8.5,1.127,1.218
28354679,2748,200,A,0-2,0.5931,0.2098,0.1971,0.5854,0.2253,0.1893,279.7,2.048,1.096
28354680,2745,477,H,2-1,0.2292,0.208,0.5628,0.2197,0.2304,0.5499,82.0,1.291,2.114
28354681,2894,499,H,1-0,0.4266,0.265,0.3084,0.4159,0.2864,0.2978,140.4,1.395,1.145
28354682,2858,419,H,2-0,0.3453,0.274,0.3808,0.3198,0.3266,0.3537,4.3,1.181,1.255
28354683,2748,200,A,1-2,0.4023,0.2613,0.3364,0.3759,0.3112,0.3128,3.2,1.386,1.245
28354684,2894,499,A,0-1,0.4796,0.2413,0.2791,0.4689,0.2619,0.2692,121.0,1.671,1.219
28354685,2858,419,H,2-1,0.3762,0.2565,0.3673,0.365,0.2787,0.3562,118.9,1.375,1.356
28487058,2747,423,H,1-0,0.6906,0.1812,0.1281,0.6838,0.1949,0.1213,338.6,2.27,0.866
28557736,2747,423,H,1-0,0.5384,0.2213,0.2403,0.518,0.2552,0.2269,47.9,1.929,1.223
28557737,2747,423,H,3-0,0.7991,0.1285,0.0724,0.7943,0.1381,0.0676,448.0,2.808,0.748
29855285,2894,499,D,1-1,0.4582,0.2581,0.2837,0.4468,0.2804,0.2729,121.9,1.49,1.115
29855287,2858,419,H,1-0,0.5412,0.2411,0.2177,0.532,0.2594,0.2085,187.5,1.69,0.977
29855288,2894,499,H,1-0,0.4034,0.2682,0.3285,0.3862,0.3011,0.3127,74.3,1.336,1.178
29855293,2747,423,H,2-0,0.4774,0.2499,0.2727,0.4632,0.2762,0.2606,91.8,1.582,1.133
29855299,2747,423,H,1-0,0.4892,0.2555,0.2553,0.4794,0.2749,0.2456,196.7,1.538,1.036
29855300,2748,200,H,2-1,0.449,0.2692,0.2818,0.4388,0.2896,0.2716,152.7,1.391,1.042
29855313,2747,423,D,1-1,0.2475,0.2448,0.5077,0.2368,0.2677,0.4955,108.4,1.074,1.649
29855314,2858,419,D,1-1,0.3636,0.2749,0.3615,0.3494,0.3034,0.3473,92.9,1.215,1.211
29855315,2748,200,D,1-1,0.5682,0.2164,0.2154,0.5602,0.2324,0.2074,318.0,1.98,1.141
29855316,2858,419,D,2-2,0.5662,0.2332,0.2006,0.5574,0.2509,0.1917,172.7,1.767,0.949
29855328,2894,499,H,3-0,0.4053,0.2659,0.3288,0.3844,0.3057,0.3099,52.6,1.356,1.194
29855329,2858,419,A,0-2,0.3236,0.2705,0.4059,0.3005,0.3201,0.3794,22.6,1.151,1.323
29855330,2894,499,H,3-0,0.643,0.2103,0.1468,0.635,0.2262,0.1388,347.8,1.949,0.803
29855332,2894,499,A,0-2,0.3325,0.269,0.3985,0.3147,0.3061,0.3791,61.8,1.182,1.321
29855333,2858,419,H,2-1,0.5275,0.2381,0.2343,0.5185,0.2562,0.2253,157.9,1.723,1.066
29855334,2894,499,A,1-3,0.2142,0.2331,0.5527,0.2042,0.255,0.5408,108.5,1.012,1.775
29855336,2747,423,H,2-1,0.3563,0.274,0.3696,0.3393,0.3082,0.3524,72.3,1.205,1.233
29855337,2747,423,H,2-1,0.2883,0.2597,0.452,0.2729,0.2938,0.4333,67.9,1.119,1.47
29855340,2745,477,A,0-3,0.6029,0.2126,0.1845,0.5949,0.2286,0.1765,224.1,1.991,1.004
29855341,2745,477,D,1-1,0.5637,0.2287,0.2076,0.5551,0.246,0.1989,307.0,1.821,1.011
29855342,2894,499,A,0-4,0.6391,0.2006,0.1602,0.6316,0.2158,0.1527,250.4,2.101,0.947
29855343,2745,477,H,4-2,0.5848,0.1959,0.2193,0.5783,0.2087,0.2129,172.1,2.301,1.364
29855344,2858,419,D,0-0,0.3894,0.2882,0.3224,0.3745,0.3173,0.3082,94.1,1.182,1.048
29855345,2747,423,A,0-2,0.4875,0.2539,0.2587,0.4778,0.2732,0.249,165.6,1.552,1.058
29855347,2858,419,H,6-0,0.8118,0.1247,0.0636,0.807,0.1341,0.0588,459.7,2.779,0.667
29855348,2894,499,A,0-1,0.5409,0.2327,0.2265,0.5321,0.2503,0.2177,241.4,1.783,1.07
29855349,2748,200,A,0-3,0.3156,0.2601,0.4243,0.2969,0.3007,0.4024,47.5,1.197,1.431
29855355,2748,200,H,3-1,0.6571,0.1941,0.1488,0.6498,0.2087,0.1414,258.4,2.159,0.919
29855359,2748,200,D,1-1,0.1656,0.2217,0.6127,0.1572,0.2386,0.6042,230.1,0.843,1.855
29855360,2748,200,H,3-1,0.3348,0.2553,0.4099,0.3139,0.2997,0.3864,30.1,1.285,1.449
29855361,2894,499,D,1-1,0.4102,0.2614,0.3284,0.3939,0.2927,0.3134,76.8,1.399,1.223
29855363,2745,477,D,0-0,0.4455,0.2495,0.305,0.4288,0.2805,0.2907,72.0,1.554,1.243
29855365,2748,200,H,4-3,0.5625,0.2207,0.2168,0.5543,0.2372,0.2085,285.1,1.924,1.113
29855366,2745,477,A,1-2,0.4359,0.2443,0.3198,0.4255,0.2649,0.3097,122.2,1.593,1.331
29855370,2858,419,H,2-0,0.4129,0.2755,0.3116,0.3974,0.3052,0.2974,88.6,1.298,1.09
29855375,2748,200,A,0-1,0.5718,0.2167,0.2115,0.5638,0.2327,0.2035,279.0,1.973,1.119
29855377,2747,423,H,4-1,0.7524,0.1519,0.0957,0.7467,0.1633,0.0901,391.2,2.566,0.81
29855378,2747,423,D,3-3,0.5689,0.2279,0.2032,0.5584,0.2477,0.1939,122.2,1.827,0.995
29855379,2745,477,H,3-0,0.5166,0.2429,0.2406,0.5073,0.2613,0.2313,316.1,1.672,1.06
29855380,2894,499,H,1-0,0.6675,0.1974,0.1351,0.66,0.2125,0.1276,374.9,2.073,0.806
29855385,2747,423,H,4-1,0.5501,0.2242,0.2258,0.5417,0.2409,0.2174,219.8,1.886,1.13
29855387,2747,423,D,1-1,0.4003,0.2696,0.3302,0.388,0.2937,0.3183,114.5,1.32,1.173
29855388,2858,419,A,0-4,0.1381,0.206,0.6559,0.1303,0.2216,0.6481,327.2,0.776,1.978
29855389,2745,477,D,1-1,0.6108,0.2142,0.1749,0.6027,0.2305,0.1668,230.7,1.956,0.94
29855410,2745,477,D,2-2,0.6103,0.2125,0.1772,0.6023,0.2286,0.1691,247.2,1.981,0.964
29855411,2745,477,A,0-3,0.2369,0.238,0.5251,0.2278,0.256,0.5161,149.7,1.078,1.725
29855414,2748,200,A,0-1,0.3577,0.2587,0.3836,0.343,0.2886,0.3685,80.3,1.316,1.372
29855429,2748,200,H,1-0,0.4505,0.2599,0.2897,0.4394,0.2815,0.279,129.8,1.467,1.123
29855430,2858,419,D,0-0,0.5021,0.2515,0.2464,0.4925,0.2707,0.2368,174.2,1.581,1.028
30472937,2858,419,A,0-2,0.6006,0.231,0.1685,0.5919,0.2484,0.1597,260.1,1.762,0.808
30472938,2858,419,A,2-3,0.6554,0.1937,0.1509,0.6481,0.2083,0.1436,258.0,2.171,0.937
30472939,2858,419,A,1-2,0.2762,0.2541,0.4698,0.2556,0.3031,0.4413,9.0,1.117,1.537
30472940,2858,419,H,2-1,0.4035,0.2628,0.3337,0.3895,0.2901,0.3203,92.6,1.377,1.227
30472941,2858,419,H,2-1,0.5411,0.2509,0.208,0.5317,0.2698,0.1985,208.8,1.594,0.883
30472942,2858,419,H,2-0,0.527,0.2544,0.2185,0.5174,0.2736,0.2089,216.6,1.562,0.906
30472943,2858,419,D,2-2,0.4052,0.2585,0.3363,0.3946,0.2796,0.3258,134.7,1.414,1.265
30472944,2858,419,D,3-3,0.3287,0.2713,0.4,0.3074,0.3163,0.3763,39.8,1.159,1.307
30472945,2894,499,A,0-2,0.5097,0.2445,0.2457,0.5004,0.2631,0.2364,198.5,1.653,1.069
30472946,2894,499,H,2-1,0.3314,0.2607,0.4079,0.3094,0.3075,0.3831,25.6,1.236,1.401
30472947,2894,499,H,2-1,0.3554,0.2689,0.3757,0.3405,0.299,0.3605,84.1,1.237,1.28
30472962,2894,499,A,0-1,0.3337,0.2689,0.3974,0.3094,0.3203,0.3703,8.2,1.186,1.32
30472967,2894,499,A,2-3,0.3559,0.27,0.3741,0.3392,0.3036,0.3572,72.7,1.231,1.269
30472969,2894,499,A,1-2,0.1335,0.1988,0.6677,0.1259,0.214,0.6601,222.9,0.788,2.051
30472970,2894,499,D,0-0,0.6184,0.2111,0.1705,0.6104,0.2271,0.1625,343.1,1.986,0.935
30472971,2894,499,D,1-1,0.1836,0.2224,0.5939,0.1752,0.2394,0.5855,146.8,0.933,1.871
30472978,2748,200,A,0-2,0.313,0.2479,0.4391,0.2946,0.2885,0.4169,39.1,1.28,1.561
30472980,2894,499,D,2-2,0.4968,0.2515,0.2517,0.4866,0.2716,0.2418,145.3,1.579,1.047
30472988,2894,499,D,1-1,0.6543,0.2038,0.1419,0.6466,0.2193,0.1342,264.9,2.014,0.812
30472992,2748,200,D,2-2,0.2788,0.2467,0.4745,0.2655,0.2762,0.4583,76.9,1.177,1.611
30472995,2748,200,H,2-1,0.5803,0.2261,0.1936,0.5717,0.2433,0.185,288.0,1.839,0.96
30473003,2745,477,H,2-0,0.3509,0.2502,0.3989,0.3306,0.2922,0.3771,34.0,1.368,1.475
30473004,2858,419,A,1-2,0.2586,0.2522,0.4892,0.2483,0.2735,0.4782,126.9,1.068,1.569
30473008,2748,200,D,0-0,0.2718,0.249,0.4792,0.2602,0.2738,0.466,98.6,1.136,1.592
30473009,2748,200,H,3-1,0.4544,0.2574,0.2883,0.438,0.2876,0.2744,79.6,1.493,1.135
30473014,2747,423,H,2-0,0.5501,0.2363,0.2136,0.5411,0.2543,0.2046,215.7,1.739,0.989
30473015,2747,423,A,1-2,0.251,0.2448,0.5042,0.2323,0.292,0.4757,14.7,1.088,1.648
30473016,2747,423,A,1-5,0.4348,0.2607,0.3045,0.4176,0.2929,0.2895,74.1,1.441,1.162
30473017,2747,423,A,0-1,0.5265,0.2341,0.2394,0.5168,0.253,0.2302,137.4,1.769,1.117
30473018,2747,423,H,2-0,0.579,0.2258,0.1953,0.5704,0.2429,0.1867,299.2,1.845,0.971
30473019,2747,423,D,2-2,0.3297,0.2461,0.4242,0.3118,0.2845,0.4037,44.4,1.345,1.557
30473020,2747,423,H,1-0,0.2712,0.2638,0.465,0.251,0.3116,0.4373,28.1,1.041,1.45
30473021,2747,423,H,2-1,0.321,0.2395,0.4395,0.3115,0.2588,0.4297,128.7,1.377,1.648
30473024,2745,477,A,0-1,0.2088,0.2115,0.5798,0.1989,0.2351,0.566,83.4,1.147,2.04
30473025,2745,477,H,2-0,0.4781,0.2472,0.2747,0.4687,0.2659,0.2654,180.5,1.609,1.159
30473026,2745,477,D,2-2,0.5752,0.2196,0.2052,0.5669,0.2361,0.197,237.8,1.928,1.063
30473027,2745,477,A,1-3,0.3635,0.2586,0.3779,0.3462,0.2935,0.3602,63.0,1.33,1.361
30473028,2745,477,A,2-3,0.3468,0.2558,0.3973,0.3365,0.2765,0.3869,137.4,1.312,1.422
30473029,2745,477,A,0-1,0.2102,0.2256,0.5642,0.2013,0.2441,0.5545,133.6,1.045,1.859
30473032,2748,200,A,0-3,0.3712,0.2836,0.3451,0.3492,0.3269,0.3239,49.7,1.176,1.123
30473033,2748,200,A,1-2,0.4798,0.2422,0.278,0.4664,0.2672,0.2665,92.8,1.662,1.208
30473042,2747,423,A,1-4,0.1021,0.168,0.7299,0.0957,0.1808,0.7235,345.8,0.749,2.34
30473046,2748,200,A,0-2,0.3586,0.2603,0.3811,0.3381,0.302,0.3599,43.2,1.306,1.355
30473048,2748,200,H,1-0,0.134,0.1944,0.6716,0.1267,0.2091,0.6642,256.4,0.819,2.109
30473050,2747,423,A,0-1,0.3897,0.269,0.3413,0.3766,0.2947,0.3286,103.8,1.306,1.204
30473051,2745,477,H,3-1,0.5166,0.2346,0.2489,0.5078,0.2522,0.2401,157.6,1.763,1.153
30473054,2748,200,D,1-1,0.6356,0.2095,0.1549,0.6277,0.2254,0.1469,249.0,1.976,0.856
30473056,2745,477,H,2-1,0.5981,0.2096,0.1923,0.5903,0.2251,0.1846,154.9,2.044,1.071
30613808,2858,419,D,0-0,0.6601,0.1958,0.1441,0.6527,0.2106,0.1367,394.9,2.122,0.877
31305761,2747,423,H,2-0,0.3631,0.2665,0.3704,0.3377,0.3176,0.3447,1.7,1.271,1.286
31305762,2747,423,A,2-3,0.6634,0.1897,0.147,0.6563,0.2038,0.1399,274.6,2.217,0.941
31305763,2747,423,A,0-2,0.3396,0.269,0.3914,0.3167,0.3169,0.3664,27.8,1.2,1.309
31305764,2747,423,H,3-1,0.8436,0.1039,0.0524,0.8398,0.1117,0.0486,462.3,3.102,0.693
31305765,2747,423,D,2-2,0.1763,0.213,0.6108,0.1682,0.2291,0.6027,163.8,0.956,1.974
31305766,2747,423,A,0-2,0.2594,0.25,0.4905,0.2473,0.2768,0.4759,90.8,1.085,1.59
31305767,2747,423,A,1-6,0.2127,0.2232,0.5641,0.2043,0.2399,0.5558,156.4,1.074,1.89
31305768,2747,423,H,3-0,0.2812,0.255,0.4638,0.2603,0.3042,0.4355,8.0,1.127,1.523
31305769,2747,423,A,1-3,0.3736,0.2708,0.3556,0.354,0.3094,0.3365,58.0,1.262,1.225
31305770,2747,423,A,1-2,0.3211,0.2592,0.4197,0.3054,0.2926,0.4021,68.9,1.219,1.432
31503252,2894,499,H,1-0,0.4002,0.2593,0.3405,0.3779,0.3019,0.3202,39.8,1.399,1.27
31503417,2745,477,H,5-2,0.4145,0.2638,0.3217,0.3929,0.3044,0.3027,49.1,1.387,1.189
31503437,2894,499,A,0-3,0.2277,0.2518,0.5205,0.2182,0.2709,0.511,183.3,0.956,1.585
31503448,2748,200,A,1-2,0.2998,0.2469,0.4532,0.2801,0.2918,0.4281,21.7,1.246,1.588
31503453,2858,419,H,2-1,0.4423,0.2682,0.2895,0.4279,0.2954,0.2766,96.1,1.391,1.071
31519684,2858,419,A,0-1,0.5391,0.2499,0.211,0.5296,0.2688,0.2015,164.7,1.603,0.9
31519685,2894,499,D,1-1,0.4465,0.2556,0.2979,0.4268,0.2916,0.2816,59.5,1.499,1.177
31519686,2858,419,A,0-2,0.3922,0.2705,0.3373,0.365,0.3224,0.3126,5.6,1.3,1.185
31519687,2858,419,H,2-1,0.6964,0.1827,0.1209,0.6894,0.1966,0.1139,345.7,2.217,0.801
31519688,2858,419,D,0-0,0.1877,0.244,0.5683,0.1785,0.2623,0.5592,218.7,0.832,1.652
31519689,2858,419,H,2-0,0.6319,0.2077,0.1604,0.624,0.2235,0.1525,255.0,2.009,0.899
31519690,2748,200,H,2-1,0.6196,0.2055,0.1749,0.6119,0.2209,0.1672,270.8,2.068,1.001
31519691,2858,419,A,0-2,0.1393,0.1925,0.6681,0.132,0.2071,0.6608,176.8,0.866,2.15
31519692,2858,419,H,3-1,0.5657,0.2359,0.1984,0.5568,0.2538,0.1894,257.6,1.737,0.923
31519693,2858,419,H,2-0,0.4121,0.2712,0.3167,0.3901,0.3124,0.2975,51.3,1.327,1.128
31519694,2858,419,A,1-2,0.6793,0.193,0.1277,0.6719,0.2076,0.1204,324.8,2.106,0.785
31519695,2894,499,H,3-0,0.4864,0.2537,0.26,0.4767,0.273,0.2503,194.5,1.553,1.064
31519696,2748,200,H,3-1,0.6877,0.1816,0.1307,0.6809,0.1953,0.1239,408.1,2.276,0.882
31519697,2894,499,H,1-0,0.3259,0.2559,0.4183,0.3086,0.2926,0.3988,56.6,1.257,1.458
31519698,2748,200,H,3-1,0.6352,0.2003,0.1645,0.6277,0.2153,0.157,288.3,2.115,0.976
31519699,2748,200,H,3-1,0.5637,0.2372,0.1991,0.5547,0.2552,0.1901,221.5,1.724,0.919
31519700,2894,499,D,1-1,0.5391,0.2483,0.2126,0.5297,0.2671,0.2032,187.6,1.619,0.915
31519701,2748,200,H,1-0,0.2333,0.2483,0.5184,0.2179,0.2868,0.4953,52.4,0.998,1.618
31519702,2748,200,H,2-1,0.396,0.2727,0.3313,0.3739,0.3149,0.3112,48.7,1.291,1.156
31519703,2748,200,H,2-1,0.5239,0.2534,0.2227,0.5143,0.2726,0.2131,248.9,1.571,0.927
31519704,2894,499,D,1-1,0.5056,0.2543,0.2401,0.496,0.2736,0.2304,209.6,1.558,0.988
31519705,2748,200,H,3-1,0.5117,0.2309,0.2574,0.5031,0.248,0.2489,191.1,1.805,1.218
31519706,2894,499,A,0-1,0.6595,0.1951,0.1455,0.6521,0.2099,0.1381,270.7,2.135,0.89
31519707,2894,499,D,0-0,0.7653,0.1488,0.0859,0.7597,0.1601,0.0802,464.4,2.543,0.734
31519708,2748,200,H,3-0,0.38,0.2568,0.3632,0.3694,0.278,0.3526,131.2,1.38,1.343
31519709,2894,499,D,1-1,0.3221,0.2584,0.4195,0.3032,0.2989,0.3979,46.5,1.228,1.438
31519710,2745,477,D,1-1,0.4908,0.2408,0.2685,0.4811,0.2599,0.2591,142.3,1.684,1.184
31519711,2745,477,D,3-3,0.2491,0.2274,0.5235,0.2407,0.2442,0.5151,172.9,1.211,1.851
31519712,2745,477,D,0-0,0.3379,0.2439,0.4182,0.3177,0.2871,0.3952,21.7,1.388,1.57
31519713,2745,477,D,1-1,0.587,0.2239,0.189,0.5785,0.241,0.1805,296.5,1.86,0.951
31519714,2745,477,A,1-2,0.3468,0.2498,0.4034,0.3292,0.2863,0.3844,52.7,1.361,1.487
31519715,2745,477,H,3-2,0.7294,0.1643,0.1063,0.7232,0.1767,0.1001,327.6,2.423,0.812
31519716,2745,477,D,1-1,0.3421,0.2579,0.4,0.3202,0.3038,0.376,26.2,1.285,1.41
31519717,2745,477,D,1-1,0.8245,0.1101,0.0653,0.8207,0.1179,0.0615,445.0,3.164,0.838
32208492,2745,477,D,1-1,0.336,0.2473,0.4167,0.3229,0.2744,0.4027,84.2,1.353,1.534
32208501,2894,499,H,2-1,0.3481,0.2773,0.3746,0.3223,0.3302,0.3475,8.9,1.167,1.221
32208511,2748,200,A,1-2,0.1169,0.1759,0.7072,0.1103,0.1892,0.7005,365.9,0.817,2.299
32208516,2747,423,D,3-3,0.772,0.1437,0.0843,0.7666,0.1545,0.0789,480.5,2.622,0.758
32208517,2858,419,D,0-0,0.4288,0.2611,0.31,0.4083,0.2992,0.2925,56.0,1.429,1.175
32208736,2747,423,H,4-1,0.5629,0.2288,0.2082,0.5542,0.2462,0.1996,205.9,1.82,1.013
32290738,2747,423,H,2-1,0.4804,0.2449,0.2747,0.4711,0.2634,0.2655,157.8,1.634,1.176
32290890,2858,419,H,3-2,0.3655,0.2789,0.3556,0.3396,0.3304,0.33,20.1,1.194,1.173
32291132,2894,499,H,3-0,0.274,0.2483,0.4777,0.2541,0.2961,0.4498,9.0,1.148,1.597
32291306,2745,477,H,3-1,0.2203,0.2148,0.5648,0.2117,0.2333,0.555,116.2,1.18,2.006
32291307,2745,477,A,1-3,0.3639,0.2613,0.3748,0.3464,0.2965,0.3571,63.6,1.31,1.334
32291308,2745,477,A,1-5,0.2907,0.2517,0.4575,0.2701,0.2994,0.4304,13.2,1.181,1.547
32291309,2745,477,A,2-4,0.4062,0.2497,0.3441,0.3875,0.2857,0.3268,54.6,1.492,1.354
32291904,2747,423,D,1-1,0.3456,0.2538,0.4005,0.3278,0.2909,0.3813,53.8,1.325,1.445
32291913,2747,423,D,0-0,0.5018,0.255,0.2432,0.4921,0.2744,0.2335,215.9,1.549,0.995
32291921,2747,423,H,2-1,0.3891,0.2585,0.3525,0.376,0.2842,0.3397,97.5,1.385,1.305
32291924,2747,423,H,3-2,0.7829,0.1392,0.0778,0.7777,0.1498,0.0726,374.9,2.646,0.722
32291965,2858,419,A,1-2,0.2714,0.2474,0.4812,0.2516,0.2954,0.453,3.2,1.146,1.609
32292088,2748,200,D,1-1,0.2059,0.2367,0.5574,0.1942,0.265,0.5408,80.8,0.953,1.733
32292337,2894,499,A,0-1,0.5243,0.2558,0.2199,0.5146,0.2751,0.2103,284.6,1.549,0.904
32292464,2745,477,H,4-0,0.6065,0.2029,0.1907,0.5991,0.2176,0.1833,238.1,2.137,1.118
32292469,2858,419,H,2-1,0.4917,0.2601,0.2482,0.4818,0.2798,0.2383,210.7,1.5,0.984
32292470,2858,419,H,1-0,0.2812,0.2484,0.4704,0.261,0.2963,0.4427,2.4,1.173,1.591
32292628,2894,499,D,1-1,0.3823,0.2685,0.3491,0.3633,0.3058,0.3309,61.0,1.295,1.225
32292633,2748,200,H,3-0,0.4521,0.2482,0.2997,0.4382,0.2745,0.2873,89.4,1.575,1.237
32292650,2858,419,H,2-0,0.6905,0.177,0.1325,0.684,0.1901,0.1259,345.3,2.355,0.932
32292964,2747,423,D,1-1,0.2667,0.2278,0.5055,0.2584,0.2444,0.4972,161.0,1.283,1.843
32617668,2894,499,A,0-3,0.1856,0.2225,0.5918,0.1758,0.2455,0.5787,98.1,0.943,1.872
32617693,2748,200,A,0-2,0.4894,0.2436,0.2671,0.4802,0.262,0.2579,186.3,1.653,1.158
32617936,2858,419,A,0-2,0.305,0.2664,0.4286,0.2821,0.3175,0.4004,8.7,1.127,1.388
32618229,2748,200,D,0-0,0.3253,0.2707,0.404,0.3011,0.3227,0.3763,6.9,1.154,1.318
32618241,2748,200,A,0-1,0.4205,0.2531,0.3264,0.407,0.2793,0.3137,92.5,1.486,1.279
32618244,2748,200,D,2-2,0.5541,0.2306,0.2153,0.5453,0.2481,0.2066,224.9,1.803,1.034
32618247,2748,200,A,1-2,0.56,0.2365,0.2035,0.551,0.2545,0.1945,224.6,1.733,0.942
32618290,2894,499,H,3-0,0.5386,0.2387,0.2227,0.5295,0.2568,0.2136,215.1,1.716,1.013
32618291,2894,499,H,3-2,0.3106,0.2683,0.4211,0.293,0.3063,0.4007,59.3,1.13,1.362
32618519,2747,423,A,0-4,0.332,0.2646,0.4034,0.318,0.2936,0.3885,87.0,1.21,1.362
32618528,2747,423,H,6-1,0.4683,0.2484,0.2834,0.4575,0.2694,0.2731,124.8,1.589,1.181
32618615,2745,477,H,4-0,0.555,0.2334,0.2117,0.5461,0.2511,0.2028,335.9,1.771,0.999
32618765,2858,419,H,1-0,0.465,0.2584,0.2766,0.4551,0.2781,0.2668,171.6,1.494,1.091
32618959,2748,200,H,1-0,0.3301,0.252,0.4179,0.3145,0.285,0.4006,66.0,1.298,1.492
32618983,2745,477,H,2-0,0.4221,0.2446,0.3332,0.4088,0.2705,0.3208,87.9,1.569,1.368
32619003,2894,499,H,2-0,0.6222,0.2151,0.1627,0.614,0.2315,0.1545,334.0,1.924,0.866
32619048,2858,419,H,3-1,0.417,0.2854,0.2976,0.4022,0.3136,0.2841,97.3,1.24,1.001
32619073,2745,477,A,0-1,0.4011,0.2597,0.3392,0.3751,0.3092,0.3158,3.8,1.397,1.264
32619110,2748,200,A,1-2,0.3985,0.2579,0.3436,0.3778,0.2978,0.3244,47.5,1.407,1.288
32619111,2894,499,A,0-1,0.3192,0.26,0.4208,0.2965,0.3097,0.3938,6.6,1.209,1.427
32619128,2858,419,H,2-1,0.3365,0.2593,0.4042,0.3195,0.2947,0.3858,62.3,1.26,1.406
32878349,2894,499,H,3-1,0.3676,0.2561,0.3764,0.3501,0.2913,0.3587,60.6,1.36,1.379
32881566,2894,499,D,1-1,0.3322,0.2679,0.3999,0.3101,0.3145,0.3753,31.9,1.189,1.332
32881567,2894,499,H,5-0,0.7244,0.1712,0.1044,0.7179,0.1842,0.0978,291.9,2.304,0.747
32881568,2894,499,H,2-1,0.5572,0.2351,0.2077,0.5483,0.253,0.1987,184.5,1.75,0.97
32881569,2894,499,D,1-1,0.3838,0.2656,0.3505,0.3643,0.3039,0.3318,56.7,1.319,1.249
32881570,2894,499,H,3-1,0.5028,0.2429,0.2544,0.4876,0.2702,0.2422,84.4,1.668,1.115
32881571,2894,499,A,1-2,0.3501,0.2697,0.3801,0.3257,0.3199,0.3544,17.9,1.22,1.283
